t,u,y
5.538,54.264936,-22.607711
5.54,55.612069,-21.192006
5.542,59.823315,-19.519097
5.544,61.621866,-17.8464
5.546,63.051812,-20.185778
5.548,63.71913,-15.896326
5.55,66.796751,-15.720111
5.552,67.354802,-11.406032
5.554,70.219213,-12.979852
5.556,71.838337,-14.066937
5.558,74.883535,-9.9400439
5.56,74.233972,-8.75743
5.562,75.123018,-7.4832239
5.564,79.2995,-7.3171299
5.566,79.632477,-4.5145421
5.568,81.502261,-2.4809959
5.57,82.047751,-3.9220567
5.572,85.326988,-0.17627099
5.574,87.202034,0.96231446
5.576,88.524422,2.7744701
5.578,88.315505,4.377085
5.58,88.594687,3.1975247
5.582,92.2706,6.4494465
5.584,90.301635,7.8329303
5.586,93.088641,9.9995156
5.588,92.677895,10.324541
5.59,94.820229,11.98529
5.592,94.547257,11.079771
5.594,94.954856,13.573763
5.596,96.926062,14.974158
5.598,97.871469,19.02105
5.6,100.12455,17.728493
5.602,98.337707,18.065869
5.604,97.042543,21.154021
5.606,99.161812,21.443246
5.608,98.580638,24.632121
5.61,99.7318,22.382742
5.612,98.253492,25.137333
5.614,98.428192,28.311567
5.616,101.86245,27.599561
5.618,100.77092,30.304082
5.62,101.17103,29.321402
5.622,100.07914,33.662137
5.624,99.895992,31.43377
5.626,100.0094,34.931239
5.628,99.625658,35.429712
5.63,100.90479,35.581895
5.632,97.25813,35.686332
5.634,98.024045,36.490898
5.636,98.039743,38.019591
5.638,94.792224,38.149733
5.64,95.703377,41.417484
5.642,95.082143,41.281141
5.644,92.511698,40.908871
5.646,92.870052,41.241639
5.648,93.145232,42.390787
5.65,91.744511,44.781809
5.652,90.514319,45.890195
5.654,90.168818,46.194408
5.656,87.426396,46.513314
5.658,86.618628,48.255646
5.66,85.773471,48.972605
5.662,85.66661,49.597919
5.664,83.155839,49.022902
5.666,82.603639,49.820574
5.668,80.168556,50.877863
5.67,77.636122,48.451062
5.672,76.499226,50.956967
5.674,77.10438,51.812175
5.676,73.336416,52.168463
5.678,72.004632,52.734955
5.68,69.666272,52.224636
5.682,68.109172,51.338546
5.684,66.840325,52.438866
5.686,64.012066,54.271385
5.688,62.815916,53.066888
5.69,60.88937,54.990363
5.692,59.636792,55.480186
5.694,56.183175,54.087981
5.696,54.567565,53.549203
5.698,51.486101,54.636332
5.7,49.692176,51.609512
5.702,49.602218,52.88732
5.704,47.02835,52.979387
5.706,43.484878,52.465002
5.708,43.356964,51.028028
5.71,39.694934,54.465927
5.712,37.305532,52.864439
5.714,33.627801,51.570976
5.716,32.643014,52.103511
5.718,30.10477,52.204287
5.72,26.743391,52.648629
5.722,25.404877,49.70493
5.724,23.840455,49.176668
5.726,21.098272,51.154537
5.728,17.194591,49.335174
5.73,15.17933,46.723055
5.732,11.700924,47.417834
5.734,10.079426,48.923058
5.736,8.0454327,47.653188
5.738,4.9097967,48.250322
5.74,3.4330678,45.092829
5.742,-0.98325452,46.836715
5.744,-0.99754045,46.222649
5.746,-6.5531177,43.488095
5.748,-6.19269,42.888026
5.75,-9.4945721,43.922575
5.752,-12.734825,41.979058
5.754,-16.355411,40.405127
5.756,-17.36007,39.683358
5.758,-21.668393,39.713909
5.76,-23.36104,36.36336
5.762,-23.884394,37.094381
5.764,-28.102873,36.103115
5.766,-29.403569,34.44929
5.768,-31.931575,32.13018
5.77,-32.978958,32.160527
5.772,-34.27499,30.544297
5.774,-38.653424,29.512003
5.776,-41.124485,29.907671
5.778,-43.803573,29.204951
5.78,-45.298219,27.65951
5.782,-48.688161,25.396351
5.784,-49.73469,23.312117
5.786,-53.35326,23.069675
5.788,-55.845189,22.357566
5.79,-57.458019,21.356126
5.792,-58.9238,19.101146
5.794,-60.478863,18.23048
5.796,-62.005137,19.225446
5.798,-62.499845,15.164372
5.8,-66.314806,13.364147
5.802,-67.475283,15.314726
5.804,-70.48512,11.699924
5.806,-73.335014,10.977806
5.808,-75.322895,11.063787
5.81,-74.335705,9.2809159
5.812,-76.748714,7.790182
5.814,-76.878931,4.6327504
5.816,-78.772324,2.4312849
5.818,-81.684524,4.5361065
5.82,-83.260084,0.36079877
5.822,-84.785008,0.43708601
5.824,-85.114333,-0.80596013
5.826,-89.181327,-3.737881
5.828,-88.473755,-5.4276085
5.83,-89.818572,-5.5853249
5.832,-91.411766,-8.5303462
5.834,-91.373944,-6.0314855
5.836,-90.615448,-10.453814
5.838,-92.076227,-11.369174
5.84,-93.778505,-9.6638516
5.842,-94.635542,-14.160391
5.844,-93.677761,-14.274874
5.846,-96.329701,-16.668468
5.848,-98.685625,-16.294902
5.85,-98.51896,-18.339042
5.852,-97.264383,-19.498272
5.854,-99.506069,-21.578921
5.856,-97.760179,-21.067652
5.858,-97.683851,-22.318779
5.86,-99.933313,-23.342945
5.862,-98.320286,-25.936071
5.864,-97.954083,-26.921459
5.866,-101.17231,-29.477411
5.868,-99.703982,-28.401153
5.87,-98.687829,-29.176692
5.872,-100.98608,-31.524041
5.874,-99.174321,-31.404926
5.876,-99.767387,-33.822989
5.878,-100.01177,-34.581278
5.88,-97.745881,-36.571732
5.882,-97.541846,-37.325497
5.884,-96.693302,-37.021207
5.886,-97.420447,-38.290997
5.888,-94.874357,-40.662715
5.89,-94.322055,-41.405672
5.892,-95.421311,-41.406281
5.894,-95.913392,-39.412779
5.896,-92.791856,-44.039656
5.898,-91.525201,-43.28766
5.9,-90.237901,-43.434625
5.902,-91.663951,-44.980165
5.904,-89.915011,-47.808165
5.906,-88.29247,-47.570852
5.908,-86.576429,-46.99939
5.91,-85.483465,-46.371989
5.912,-83.143991,-48.608332
5.914,-83.023016,-48.497458
5.916,-82.749883,-50.328395
5.918,-78.610536,-48.637619
5.92,-77.730305,-50.385733
5.922,-77.117273,-49.897494
5.924,-78.842191,-50.802612
5.926,-73.496249,-48.981236
5.928,-71.716104,-51.315471
5.93,-71.208396,-54.252113
5.932,-70.025041,-53.306025
5.934,-66.815745,-51.16887
5.936,-64.434298,-53.507779
5.938,-63.99803,-52.156822
5.94,-61.196066,-53.544675
5.942,-59.241982,-54.744599
5.944,-58.007239,-50.934889
5.946,-55.180179,-54.041071
5.948,-52.156864,-52.859486
5.95,-50.890976,-53.332705
5.952,-46.954687,-53.091509
5.954,-44.979422,-52.774047
5.956,-43.557616,-53.203392
5.958,-40.975872,-52.040798
5.96,-38.417501,-52.573554
5.962,-37.564179,-51.848517
5.964,-34.165879,-51.020322
5.966,-31.618347,-51.722659
5.968,-30.488052,-51.723821
5.97,-26.902883,-51.243456
5.972,-25.967044,-50.141847
5.974,-22.011479,-50.480318
5.976,-20.962719,-51.562176
5.978,-18.000124,-48.909508
5.98,-15.256188,-49.442105
5.982,-12.981303,-49.526113
5.984,-10.410061,-46.962233
5.986,-8.3354596,-47.521338
5.988,-4.3338873,-47.133352
5.99,-2.3853953,-43.748555
5.992,-0.30035328,-46.328777
5.994,2.7838419,-43.56981
5.996,4.3522341,-42.101801
5.998,7.2492926,-42.039453
6,9.9283837,-42.965643
6.002,12.489845,-41.051338
6.004,14.646887,-39.293755
6.006,16.034533,-38.559061
6.008,19.760897,-38.685108
6.01,21.63694,-38.866791
6.012,24.782601,-37.037021
6.014,27.021965,-36.151818
6.016,30.780031,-32.399317
6.018,31.745396,-33.804007
6.02,34.849461,-31.72019
6.022,36.507345,-31.23167
6.024,38.898017,-31.513955
6.026,41.394045,-30.379177
6.028,41.149401,-30.629681
6.03,45.701483,-28.572669
6.032,47.770429,-25.53723
6.034,49.809735,-23.901363
6.036,53.143477,-23.155383
6.038,54.926476,-24.611849
6.04,56.215973,-20.95384
6.042,58.086799,-18.782584
6.044,60.926861,-17.904072
6.046,61.135118,-18.215327
6.048,64.819754,-14.357309
6.05,67.302309,-15.321422
6.052,68.172652,-13.36109
6.054,70.119501,-11.060349
6.056,70.244152,-11.831679
6.058,74.145698,-8.4275832
6.06,75.026868,-7.5803359
6.062,75.234685,-5.2118499
6.064,78.899877,-4.4179752
6.066,78.207151,-3.6241556
6.068,80.498211,-3.9071408
6.07,82.820887,-2.6189391
6.072,86.091688,0.12883382
6.074,85.734801,1.4936918
6.076,86.593373,1.4701742
6.078,87.86662,3.1084131
6.08,89.003782,4.6271046
6.082,92.739686,5.9816698
6.084,90.862295,9.2907806
6.086,90.981132,8.9351529
6.088,91.675455,10.908096
6.09,94.147045,11.711608
6.092,93.197877,11.140564
6.094,96.223524,14.384159
6.096,96.449011,17.199437
6.098,96.248228,16.27193
6.1,96.570023,18.53918
6.102,99.212143,19.950297
6.104,96.938521,21.35121
6.106,98.838321,22.033336
6.108,101.32355,23.725162
6.11,102.02211,25.79506
6.112,99.994268,24.295617
6.114,100.0394,27.173317
6.116,100.58834,27.917435
6.118,98.486585,30.10597
6.12,98.879409,29.677352
6.122,100.46537,32.846951
6.124,101.20138,33.215101
6.126,99.579246,34.476034
6.128,97.392181,34.583482
6.13,99.800567,35.816031
6.132,97.614818,37.137271
6.134,95.987666,37.774457
6.136,95.978834,38.401844
6.138,97.378984,40.112399
6.14,96.351089,38.993476
6.142,92.847207,41.945945
6.144,95.13502,41.356528
6.146,94.71139,42.580241
6.148,92.935166,43.371416
6.15,93.415022,44.831573
6.152,90.273883,45.244362
6.154,89.861335,46.624726
6.156,86.599737,46.292159
6.158,86.482276,47.590518
6.16,87.010038,47.065454
6.162,84.411748,48.263288
6.164,84.394631,47.14561
6.166,81.146773,50.412974
6.168,78.561617,50.364853
6.17,79.238202,51.411891
6.172,76.181056,51.255371
6.174,76.645571,53.190274
6.176,72.367613,50.922157
6.178,71.662729,53.229192
6.18,71.038114,52.64395
6.182,67.112502,53.679294
6.184,66.228802,51.132677
6.186,66.77707,53.164921
6.188,61.48571,53.053946
6.19,61.736014,54.786074
6.192,58.713803,51.242037
6.194,57.904697,54.079252
6.196,53.900737,52.910942
6.198,52.331964,53.119373
6.2,49.841513,53.129653
6.202,49.23938,53.476877
6.204,45.553248,53.114721
6.206,43.256665,53.272628
6.208,41.309803,52.581202
6.21,38.787426,53.074194
6.212,36.511699,54.12947
6.214,33.923004,52.340431
6.216,32.453665,49.945428
6.218,29.612968,49.967412
6.22,28.963017,51.299201
6.222,23.718256,52.171303
6.224,22.872629,51.626377
6.226,19.666347,49.867411
6.228,16.364284,48.674138
6.23,15.409586,47.842971
6.232,12.783653,47.352667
6.234,10.325855,48.081432
6.236,7.061656,44.338745
6.238,3.2871648,45.786055
6.24,3.9578565,45.664791
6.242,1.0109154,44.740427
6.244,-3.142898,45.319549
6.246,-3.78365,44.86046
6.248,-8.3241192,41.212506
6.25,-10.796453,40.681975
6.252,-10.798536,39.370074
6.254,-14.134427,39.603196
6.256,-18.362745,39.382692
6.258,-20.056988,39.328347
6.26,-22.225969,38.613099
6.262,-25.19598,37.061727
6.264,-28.030648,36.868669
6.266,-28.926538,34.391618
6.268,-31.26396,34.322795
6.27,-35.605541,31.33322
6.272,-36.490618,30.770261
6.274,-39.780371,30.033626
6.276,-42.486374,30.087742
6.278,-44.358227,28.898939
6.28,-45.770489,25.504449
6.282,-46.467494,24.916443
6.284,-50.274877,24.441416
6.286,-52.418781,24.398733
6.288,-56.083796,22.875049
6.29,-57.165005,19.153531
6.292,-60.040225,19.193073
6.294,-62.172188,18.758519
6.296,-61.814216,16.694975
6.298,-63.687261,15.809063
6.3,-66.936029,15.306879
6.302,-68.594646,14.113274
6.304,-69.577781,12.54159
6.306,-71.292701,10.518652
6.308,-74.093345,8.7339915
6.31,-73.802169,7.957763
6.312,-77.5838,6.6887835
6.314,-79.121971,4.4309917
6.316,-80.459656,2.6578394
6.318,-82.42552,1.6271038
6.32,-84.347206,2.2788339
6.322,-82.730357,0.1400262
6.324,-86.013773,0.098753658
6.326,-84.636688,-2.7339332
6.328,-88.591222,-3.6363208
6.33,-89.77565,-6.4976386
6.332,-88.91946,-6.2758303
6.334,-90.462694,-7.6891888
6.336,-91.857854,-10.620664
6.338,-93.512683,-12.979979
6.34,-94.686369,-12.233163
6.342,-94.846038,-11.939303
6.344,-96.506423,-13.358641
6.346,-96.84915,-16.845869
6.348,-98.389867,-17.389954
6.35,-99.624956,-17.951893
6.352,-98.251502,-20.21164
6.354,-98.493899,-19.705967
6.356,-100.00727,-21.275387
6.358,-98.537182,-23.282168
6.36,-99.99044,-24.446866
6.362,-100.14906,-26.835953
6.364,-99.009013,-24.801418
6.366,-101.23635,-28.964022
6.368,-99.792338,-29.173046
6.37,-99.174614,-29.938807
6.372,-100.26203,-30.728876
6.374,-99.26119,-31.432401
6.376,-98.539712,-32.969605
6.378,-98.948701,-34.033868
6.38,-98.55312,-33.854991
6.382,-100.0784,-37.421676
6.384,-100.18841,-38.190186
6.386,-96.769215,-39.711632
6.388,-96.759757,-40.156356
6.39,-96.995716,-41.666793
6.392,-95.816687,-42.406825
6.394,-94.961784,-41.850449
6.396,-91.639857,-42.264279
6.398,-92.527036,-45.206192
6.4,-90.80106,-44.363167
6.402,-91.727933,-45.074073
6.404,-88.698359,-46.784285
6.406,-87.085515,-48.386591
6.408,-85.8914,-47.389308
6.41,-86.812193,-49.125075
6.412,-85.427638,-49.473932
6.414,-81.422063,-50.371098
6.416,-81.370338,-50.025235
6.418,-80.147981,-51.70342
6.42,-78.659566,-50.271169
6.422,-76.34722,-49.433536
6.424,-76.486104,-51.625257
6.426,-74.029642,-52.623077
6.428,-71.923712,-50.857759
6.43,-71.742025,-52.55014
6.432,-68.102723,-53.349427
6.434,-67.66985,-53.588794
6.436,-65.561052,-55.1356
6.438,-61.976177,-53.704707
6.44,-62.427199,-54.315327
6.442,-59.321058,-51.178729
6.444,-56.458619,-53.74536
6.446,-53.984031,-52.793225
6.448,-52.011922,-52.176957
6.45,-50.256418,-53.955237
6.452,-48.750856,-52.672386
6.454,-45.764114,-53.3842
6.456,-42.629972,-53.991485
6.458,-43.091915,-52.852657
6.46,-38.874401,-52.391112
6.462,-36.212265,-52.467433
6.464,-37.330924,-53.800393
6.466,-32.107096,-52.369034
6.468,-29.402845,-52.973056
6.47,-27.063432,-50.48887
6.472,-25.261846,-51.911536
6.474,-21.026681,-50.579927
6.476,-19.314589,-50.791394
6.478,-18.242889,-51.534785
6.48,-15.567517,-48.021552
6.482,-13.560874,-49.760914
6.484,-10.362315,-48.205924
6.486,-8.0108002,-45.979347
6.488,-4.6596643,-47.293854
6.49,-2.0109282,-46.105729
6.492,0.18457269,-46.279236
6.494,2.1601701,-44.518639
6.496,3.8049072,-45.377515
6.498,6.4744979,-42.337639
6.5,10.241555,-44.686925
6.502,12.011577,-41.82941
6.504,15.151338,-41.359545
6.506,17.345104,-40.450854
6.508,19.58686,-39.286243
6.51,22.459775,-37.439428
6.512,25.788808,-35.155341
6.514,25.928935,-35.875031
6.516,29.805376,-34.935724
6.518,32.08706,-33.473219
6.52,35.294749,-33.02365
6.522,36.607234,-31.096135
6.524,37.644782,-30.292335
6.526,41.196039,-28.966324
6.528,43.498752,-28.204324
6.53,46.459075,-25.912843
6.532,49.538104,-25.241336
6.534,50.791733,-24.332263
6.536,50.027591,-26.222471
6.538,54.279663,-22.363367
6.54,57.822211,-23.443403
6.542,58.617377,-20.023493
6.544,59.387832,-18.786707
6.546,62.987592,-17.058224
6.548,64.467911,-16.599431
6.55,67.872025,-15.523711
6.552,68.051701,-12.615191
6.554,69.995708,-12.598481
6.556,74.202568,-11.864182
6.558,73.430572,-9.3618576
6.56,75.949594,-7.842234
6.562,77.786744,-6.4641405
6.564,78.4745,-5.9720194
6.566,78.677974,-4.5926159
6.568,81.582033,-4.1386983
6.57,82.408126,-1.1408724
6.572,83.955444,0.066883151
6.574,86.891047,2.830184
6.576,88.03443,2.8932501
6.578,87.365545,5.0569925
6.58,89.427478,5.4096134
6.582,90.27839,5.8398337
6.584,90.330829,9.1672481
6.586,91.28647,9.3165447
6.588,92.52027,10.990421
6.59,93.822137,13.053927
6.592,93.787194,13.287708
6.594,96.030772,15.026686
6.596,95.489322,13.916776
6.598,97.219684,17.678307
6.6,98.664639,18.099526
6.602,98.009863,20.531118
6.604,97.220215,22.602012
6.606,95.957761,21.577554
6.608,99.7819,25.332769
6.61,101.21841,23.710063
6.612,99.255582,25.04206
6.614,100.92458,24.727471
6.616,99.703057,28.566466
6.618,100.17775,29.529432
6.62,100.27162,30.131896
6.622,98.702113,32.241315
6.624,100.68,32.974983
6.626,97.53875,33.052879
6.628,98.349982,34.083725
6.63,96.145525,35.963295
6.632,99.296404,36.21728
6.634,98.11283,37.198432
6.636,97.773628,40.767698
6.638,94.970824,39.739704
6.64,95.549665,41.235246
6.642,96.164308,42.728726
6.644,95.17444,43.14158
6.646,94.096647,42.950809
6.648,93.866955,43.476911
6.65,91.451739,44.142236
6.652,90.758948,44.897998
6.654,90.878948,46.035736
6.656,88.604479,45.089913
6.658,88.044744,46.686882
6.66,85.992928,49.214996
6.662,84.065539,48.898708
6.664,82.491456,49.967325
6.666,80.796384,49.992119
6.668,80.133354,50.283755
6.67,76.997913,50.057799
6.672,75.384851,50.788883
6.674,74.29184,49.659967
6.676,72.360997,54.44645
6.678,72.022417,51.974563
6.68,70.640698,52.403221
6.682,68.79674,53.475167
6.684,65.854775,53.106034
6.686,65.47949,53.99241
6.688,61.881354,53.033915
6.69,58.648101,54.514278
6.692,58.318774,53.880919
6.694,58.348066,53.780601
6.696,54.959456,54.57856
6.698,50.933164,54.540342
6.7,48.818852,53.347202
6.702,47.431793,54.161558
6.704,47.339447,52.57218
6.706,43.988004,52.422948
6.708,43.43809,52.502597
6.71,40.133777,52.147642
6.712,37.15633,52.0915
6.714,33.891892,53.330753
6.716,32.995717,53.568446
6.718,30.440029,52.640832
6.72,25.805388,50.244204
6.722,24.392272,51.508701
6.724,23.482734,51.445535
6.726,19.190091,51.940372
6.728,17.779405,49.985465
6.73,13.785145,50.434279
6.732,12.24934,48.659315
6.734,10.491286,46.879029
6.736,6.6808914,46.073598
6.738,4.7906263,45.614404
6.74,3.3188379,45.82823
6.742,-0.51467499,45.058985
6.744,-2.0480793,45.353096
6.746,-4.2362267,43.956459
6.748,-7.5796647,44.467177
6.75,-9.6348916,43.66388
6.752,-11.972948,41.186278
6.754,-15.455465,40.1446
6.756,-18.684246,39.681709
6.758,-21.850097,41.599825
6.76,-22.867401,37.624782
6.762,-24.249213,37.468853
6.764,-29.70345,33.918181
6.766,-29.478716,35.343673
6.768,-31.109967,32.443634
6.77,-35.392605,32.227521
6.772,-37.708755,31.142983
6.774,-40.177337,31.024688
6.776,-41.598532,29.761755
6.778,-44.502051,30.018266
6.78,-46.006892,25.561457
6.782,-48.975376,25.296924
6.784,-51.632648,24.099564
6.786,-53.998565,22.354539
6.788,-54.174774,22.331985
6.79,-57.613094,20.149934
6.792,-57.610085,19.815166
6.794,-62.79982,19.101887
6.796,-61.013621,16.673581
6.798,-62.923632,15.773502
6.8,-66.63296,14.800467
6.802,-66.993603,14.038091
6.804,-70.497775,11.638662
6.806,-72.147181,10.862828
6.808,-75.019736,8.9055465
6.81,-74.20076,8.669396
6.812,-78.575915,6.7256023
6.814,-80.22109,4.6797778
6.816,-81.815053,3.3977824
6.818,-82.386404,2.9184688
6.82,-82.818149,1.50774
6.822,-83.930571,-0.46161676
6.824,-85.849878,-1.4969073
6.826,-87.325548,-2.9094901
6.828,-87.749807,-4.6502722
6.83,-90.653593,-6.2373329
6.832,-91.598387,-6.8856771
6.834,-90.341891,-9.8630244
6.836,-92.218532,-10.065942
6.838,-93.634749,-11.050692
6.84,-94.164579,-13.803436
6.842,-94.376299,-13.586655
6.844,-96.28137,-13.420175
6.846,-97.630378,-14.340398
6.848,-97.57631,-15.796036
6.85,-97.229513,-17.369347
6.852,-95.944992,-19.506909
6.854,-98.836426,-20.487742
6.856,-99.304337,-21.318284
6.858,-101.41709,-23.785224
6.86,-99.857276,-22.681553
6.862,-101.05198,-27.412071
6.864,-99.63695,-26.870191
6.866,-101.58821,-27.695672
6.868,-100.7811,-28.718614
6.87,-99.888109,-31.216409
6.872,-98.571137,-31.448888
6.874,-100.27168,-31.313024
6.876,-99.018507,-32.340689
6.878,-98.711054,-36.196866
6.88,-97.722803,-36.184357
6.882,-98.050221,-36.350385
6.884,-97.79821,-38.507559
6.886,-96.649148,-38.939892
6.888,-96.017814,-38.810321
6.89,-95.799921,-41.33311
6.892,-94.924097,-41.327283
6.894,-93.78481,-43.215235
6.896,-91.892355,-43.669019
6.898,-92.57691,-45.00696
6.9,-92.581421,-44.907582
6.902,-90.170381,-43.703018
6.904,-88.36364,-45.215187
6.906,-88.241504,-47.608758
6.908,-87.97831,-47.662972
6.91,-87.109509,-48.346444
6.912,-85.604606,-48.051978
6.914,-84.726796,-49.55961
6.916,-82.17132,-49.359115
6.918,-80.565513,-49.041873
6.92,-78.099027,-50.991416
6.922,-76.742854,-52.332397
6.924,-73.738554,-51.247603
6.926,-75.082699,-51.585296
6.928,-71.938178,-50.891585
6.93,-70.462644,-53.108177
6.932,-67.409336,-52.709576
6.934,-67.255983,-54.659748
6.936,-63.386021,-53.133935
6.938,-61.825096,-54.337751
6.94,-62.048972,-55.157317
6.942,-59.710916,-53.545428
6.944,-57.42447,-53.374077
6.946,-53.778576,-55.700183
6.948,-51.809761,-53.958095
6.95,-51.324831,-54.221203
6.952,-46.897829,-52.537035
6.954,-44.616164,-53.601469
6.956,-42.975365,-55.070901
6.958,-42.684465,-52.728364
6.96,-38.650751,-53.538431
6.962,-35.960921,-52.198756
6.964,-35.54469,-54.035619
6.966,-32.580601,-52.839005
6.968,-31.515252,-50.714963
6.97,-26.540649,-51.222002
6.972,-25.141645,-51.838951
6.974,-21.311691,-51.145974
6.976,-20.470181,-51.156762
6.978,-18.15788,-49.732796
6.98,-14.619332,-48.727726
6.982,-11.193102,-47.660398
6.984,-10.028035,-46.954827
6.986,-7.5765433,-48.189105
6.988,-6.593124,-47.358459
6.99,-2.5531205,-47.731804
6.992,1.3123851,-44.969978
6.994,3.6079317,-44.6624
6.996,4.5326905,-43.603858
6.998,6.7420331,-43.139667
7,9.7937283,-44.349286
7.002,12.022434,-42.422348
7.004,14.91806,-41.044428
7.006,17.101409,-38.799371
7.008,21.744303,-38.154233
7.01,22.847689,-38.114922
7.012,23.397096,-37.69712
7.014,27.234729,-36.000516
7.016,30.349725,-34.016142
7.018,33.280414,-33.87162
7.02,33.534876,-33.882174
7.022,37.048387,-33.391279
7.024,39.679721,-30.44641
7.026,39.717484,-28.75945
7.028,44.362143,-27.49612
7.03,46.047098,-26.471543
7.032,49.484675,-25.579778
7.034,50.653696,-25.621938
7.036,52.623974,-22.467319
7.038,55.400366,-23.566216
7.04,56.651872,-20.900834
7.042,58.818046,-18.505016
7.044,60.809287,-17.91813
7.046,62.421214,-16.974386
7.048,64.239268,-15.789001
7.05,66.074138,-13.804368
7.052,67.708336,-13.102743
7.054,69.867567,-10.458152
7.056,72.682006,-10.889957
7.058,76.503058,-10.066162
7.06,74.312663,-8.0483893
7.062,77.246292,-6.7494562
7.064,78.976087,-5.6725974
7.066,79.641661,-3.4370928
7.068,80.201907,-1.1898088
7.07,83.242476,-1.0423652
7.072,84.315654,0.059422994
7.074,85.243637,2.554895
7.076,86.436681,2.5043398
7.078,90.964755,3.2409983
7.08,88.996459,5.4297842
7.082,89.743489,7.7396267
7.084,92.560156,7.7922492
7.086,93.261126,10.239468
7.088,93.060648,9.6351255
7.09,92.95637,12.291105
7.092,95.607767,14.925478
7.094,96.23736,14.073862
7.096,96.607031,15.590327
7.098,96.78508,17.422905
7.1,97.320465,18.856482
7.102,99.679362,20.278365
7.104,99.234077,19.563261
7.106,97.005793,23.500893
7.108,98.329502,22.271365
7.11,99.650209,25.788487
7.112,100.74196,24.58048
7.114,101.54319,25.237438
7.116,98.013952,26.848165
7.118,100.31016,28.723948
7.12,100.49211,30.121574
7.122,99.707894,32.436754
7.124,100.66189,32.135597
7.126,98.871284,32.867421
7.128,98.378834,34.643461
7.13,97.075504,35.756131
7.132,98.150959,36.106835
7.134,98.822628,37.60732
7.136,98.458092,39.865084
7.138,97.208332,39.942742
7.14,96.12186,39.573485
7.142,94.187703,41.640773
7.144,92.765586,42.677886
7.146,92.374742,42.158672
7.148,93.407464,44.536606
7.15,92.058193,45.558521
7.152,90.250477,46.824565
7.154,89.819779,44.372536
7.156,87.471971,47.329125
7.158,88.49297,46.141518
7.16,87.509187,48.849778
7.162,84.716314,49.261117
7.164,83.226182,48.264646
7.166,81.035767,48.46883
7.168,81.326951,50.061215
7.17,78.508729,50.327057
7.172,76.410421,52.262329
7.174,73.474804,54.053988
7.176,73.233307,53.756083
7.178,72.932207,52.405315
7.18,71.012768,52.73128
7.182,68.709219,53.303707
7.184,66.564927,53.780243
7.186,63.680895,53.005842
7.188,64.051657,53.784679
7.19,61.117612,53.228403
7.192,58.118294,54.267888
7.194,57.585099,55.302584
7.196,54.763113,52.801339
7.198,52.397753,53.310229
7.2,50.135342,52.658486
7.202,48.217782,53.925274
7.204,47.105446,52.764282
7.206,45.163573,52.461989
7.208,40.01821,52.914563
7.21,40.404064,53.88135
7.212,36.865461,53.528692
7.214,33.362859,52.84985
7.216,30.475715,53.466756
7.218,29.942275,51.039126
7.22,27.651507,53.685498
7.222,25.803002,51.557616
7.224,22.379831,50.5
7.226,20.579602,49.915685
7.228,17.020134,48.150309
7.23,12.725663,48.895649
7.232,12.278814,47.822634
7.234,9.8795788,47.979338
7.236,8.4671105,47.960728
7.238,5.3730718,46.792278
7.24,3.1277025,44.582057
7.242,-0.80399355,43.789337
7.244,-2.9235123,43.887856
7.246,-4.9590902,44.691896
7.248,-7.1582326,43.78643
7.25,-8.4336767,42.444776
7.252,-14.269455,42.298171
7.254,-15.690283,40.340418
7.256,-16.74967,38.92929
7.258,-21.063472,38.445389
7.26,-24.07888,38.248281
7.262,-27.603552,37.296441
7.264,-27.246592,35.483912
7.266,-29.334888,34.446
7.268,-31.592215,33.943628
7.27,-35.638645,33.261225
7.272,-37.228356,30.217959
7.274,-39.599248,29.209314
7.276,-39.633505,29.58534
7.278,-44.488234,27.733384
7.28,-44.238427,27.519113
7.282,-48.779721,24.460811
7.284,-49.836194,24.646173
7.286,-53.309676,23.319197
7.288,-54.522375,24.002865
7.29,-56.355421,21.002462
7.292,-58.759063,19.37876
7.294,-59.337883,18.967518
7.296,-63.783009,18.236794
7.298,-64.739172,16.197052
7.3,-65.391134,14.360464
7.302,-66.467122,14.354157
7.304,-68.797361,12.254552
7.306,-72.313831,11.515218
7.308,-71.910146,8.7798595
7.31,-75.832399,8.5897825
7.312,-77.675152,6.6808336
7.314,-79.230276,5.2103374
7.316,-79.289154,3.6716247
7.318,-81.750373,3.2391009
7.32,-81.92456,1.1407466
7.322,-84.506173,0.681577
7.324,-87.062952,-0.70143126
7.326,-87.990619,-2.8151051
7.328,-87.830641,-4.5765746
7.33,-89.32662,-5.7972041
7.332,-90.074931,-6.6278997
7.334,-93.066402,-7.7351975
7.336,-91.017621,-10.159832
7.338,-93.848272,-12.259724
7.34,-94.978134,-13.22229
7.342,-94.635357,-14.055346
7.344,-96.554369,-14.593823
7.346,-96.742282,-16.466517
7.348,-98.057814,-17.347115
7.35,-97.475262,-17.416048
7.352,-96.729333,-19.251799
7.354,-98.072961,-21.099867
7.356,-98.866184,-22.654039
7.358,-97.721545,-24.071045
7.36,-98.740301,-23.498724
7.362,-100.65151,-25.023791
7.364,-99.645065,-26.404926
7.366,-101.66173,-28.019182
7.368,-98.827175,-27.276908
7.37,-99.110905,-30.441017
7.372,-99.447581,-30.226889
7.374,-99.624605,-33.266252
7.376,-101.20297,-35.124752
7.378,-99.057165,-35.095161
7.38,-97.159252,-35.605582
7.382,-99.265777,-35.41234
7.384,-98.08774,-37.08706
7.386,-97.126407,-38.509459
7.388,-95.693363,-38.208673
